product name,brand,price,number of colors/scent,rating
'Chubby Stick Cheek Colour Balm','Clinique',$24.00,4,4.60
'BB Cream','NYX Professional Makeup',$13.00,3,4.30
'Blush Subtil Oil Free Powder Blush','Lancôme',$32.00,4,4.60
'Liquid Camouflage Concealer','Catrice',$5.99,17,4.00
'Bye Bye Pores Bronzer Poreless Finish Airbrush Bronzer','It Cosmetics',$30.00,0,4.40
'Ultra Contour Palette','Makeup Revolution',$10.00,0,4.50
'Born This Way Naturally Radiant Concealer','Too Faced',$28.00,16,4.10
'Prep + Prime Fix+ Mattifying Mist','MAC',$27.00,0,3.50
'True Match Super Blendable Powder','L'Oréal',$9.99,24,4.40
'Energize &amp; Nourish Primer','PÜR',$33.00,0,4.10
'Pressed Mineral Foundation','COVER FX',$38.00,40,4.30
'Colored Clay CC Undereye Corrector','Tarte',$25.00,2,4.50
'Tutti Frutti - Dew You Fresh Glow Setting Spray','Too Faced',$30.00,0,4.20
'REVEAL Color Correcting Anti-Aging Serum Foundation SPF15','Algenist',$19.00,0,4.10
'SuperStay Full Coverage Powder Foundation','Maybelline',$11.99,12,3.70
'Amazonian Clay Waterproof Bronzer','Tarte',$30.00,0,4.70
'REVEAL Concentrated Luminizing Drops, Champagne','Algenist',$19.00,0,4.40
'Mattifying Primer + Acne Treatment','COVER FX',$38.00,0,4.30
'Sensitive Skin Facial Cleansing Towelettes','ULTA',$6.00,0,3.90
'All Day Luminous Weightless Foundation','NARS',$49.00,3,3.90
'Liquid Blush','NARS',$30.00,0,4.50
'Tutti Frutti - You&#39;re So Jelly','Too Faced',$30.00,3,4.70
'Pro.Matte Foundation','L.A. Girl',$8.99,16,3.40
'Prime Time Brightening Foundation Primer','BareMinerals',$25.00,0,4.20
'In The Buff Powder Spray','Stila',$30.00,3,4.20
'Sport Fix Extra Hold Makeup Fixing Spray','Makeup Revolution',$8.00,0,4.40
'Pro Matte Mixing Pigment','L.A. Girl',$8.99,4,4.80
'Crystalized Photo Finish Primer Water','Smashbox',$32.00,3,5.00
'Hamptons Weekender Contour Palette','Tarte',$19.00,0,4.60
'Illuminator','ULTA',$10.00,4,4.30
'Ultra Repair Hyaluronic Hydrating Primer','First Aid Beauty',$28.00,0,4.70
'True Match Lumi Bronze It Bronzer','L'Oréal',$14.99,3,4.60
'Stay All Day Foundation &amp; Concealer','Stila',$40.00,16,4.00
'Spackle Concealer','Laura Geller',$13.00,3,5.00
'Illuminating Makeup Setting Spray','ULTA',$10.00,0,3.90
'Matte Setting Powder','COVER FX',$35.00,3,4.60
'Silky Matte Bronzing Powder','Milani',$9.99,3,4.70
'Natural Lust Satin Dual-Tone Bronzer','Too Faced',$34.00,0,5.00
'All Nighter Waterproof Full-Coverage Concealer','Urban Decay Cosmetics',$29.00,14,3.60
'Clay Stick Foundation','Tarte',$39.00,12,3.80
'Studio Fix 24-Hour Smooth Wear Concealer','MAC',$22.00,33,3.90
'Superprimer Universal Face Primer','Clinique',$29.00,0,4.50
'Mosaic Glow Blush','NARS',$42.00,0,4.80
'Intense Powder Camo Medium Coverage Foundation','Dermablend',$34.00,13,4.30
'Mineral &#39;&#39;Set It &amp; Don&#39;t Fret It&#39;&#39; Matte Finishing Powder','NYX Professional Makeup',$10.00,2,3.90
'Travel Size Take The Day Off Cleansing Balm','Clinique',$9.50,0,4.70
'Beauty Smarts Makeup Removing Towel Set','ULTA',$10.00,0,4.60
'Kind to Skin Cleansing Facial Wipes 2 pack','Simple',$9.99,0,4.50
'Highlighter','Morphe',$14.00,6,4.40
'Prime &amp; Fine Multitalent Fixing Spray','Catrice',$4.79,0,4.20
'Online Only PurePressed Base Mineral Foundation Refill','jane iredale',$44.00,26,5.00
'LINEblurFECTOR Instant Wrinkle Blurring Primer','StriVectin',$39.00,0,4.40
'The POREfessional: Matte Rescue Mattifying Gel','Benefit Cosmetics',$32.00,0,3.80
'Classic SPF 30 Makeup Setting Spray Green Tea / Aloe','Coola',$36.00,0,4.20
'Online Only Feelin&#39; Myself Highlighter Trio','Ofra Cosmetics',$29.00,0,4.80
'Rodeo Drive Highlighter','Ofra Cosmetics',$29.00,0,4.70
'Leg and Body Makeup','Dermablend',$34.00,12,4.00
'Travel Size Optical Illusion Complexion Primer','Urban Decay Cosmetics',$16.00,0,4.30
'Organic Face SPF 30 Rosilliance BB+ Cream','Coola',$52.00,3,4.10
'Liquid Cover Full Coverage Lasting Concealer','Pacifica',$13.00,12,4.40
'Veiled Threat Weightless Micro-Blurring Foundation','SMITH & CULT',$42.00,42,4.80
'Lip + Cheek Color Stick','ULTA',$10.00,2,4.30
'Face Sculpting Color Stick','ULTA',$10.00,3,3.00
'Chubby in the Nude Foundation Stick','Clinique',$27.00,10,4.50
'Bye Bye Pores Blush','It Cosmetics',$24.00,3,4.40
'De-Slick Mattifying Powder','Urban Decay Cosmetics',$34.00,0,4.40
'Dewy Skin Primer + Hydrating','COVER FX',$38.00,0,4.50
'Tarteist PRO Glow Highlight &amp; Contour Palette','Tarte',$45.00,0,4.60
'HD Under Eye Setting Powder','ULTA',$9.00,0,3.90
'Online Only Rose Powder Blush','Milani',$8.99,4,4.00
'Dark Spot Corrector Primer','PÜR',$33.00,0,3.90
'Sweet Peach Glow','Too Faced',$42.00,0,4.00
'PRO Contour Palette with Contour Brush','LORAC',$45.00,0,4.50
'Clay Play Face Shaping Palette Vol. 2','Tarte',$45.00,0,3.90
'The Saharan Vol. I Blush Palette','Juvia's Place',$18.00,0,5.00
'Foundation Match Mixers','ULTA',$18.00,0,3.80
'Shimmering Skin Perfector Liquid Highlighter','BECCA',$41.00,7,4.50
'Hyper Real Prep Set','MAC',$49.50,2,4.30
'True Match Lumi Healthy Luminous Makeup','L'Oréal',$11.99,15,3.90
'Pure Plush Gentle Deep Cleansing Foam','BareMinerals',$22.00,0,4.50
'Metallic Glitter','NYX Professional Makeup',$5.00,6,4.70
'Soph x Revolution Highlighter Palette','Makeup Revolution',$12.00,0,4.70
'Online Only Double Agent Concealing Balm','Cargo',$8.00,2,4.00
'Beached Bronzer','Urban Decay Cosmetics',$30.00,2,4.50
'Night Calming Makeup Remover Towelettes Twin Pack','Neutrogena',$12.99,0,4.60
'Crystalized Shimmer Drops','Smashbox',$25.00,0,4.90
'Glitter Shot All-Over Glitter Crush','SMITH & CULT',$22.00,6,4.00
'PHYTO-PIGMENTS Flash Luminizer','Juice Beauty',$32.00,3,3.20
'Rainbow Highlighter','ULTA',$10.00,0,4.40
'POREfection Foundation','LORAC',$38.00,10,3.80
'Extra Dimension Skinfinish','MAC',$35.00,7,4.50
'Soft-Pressed Powder Blusher','Clinique',$24.00,3,4.50
'Pro Coverage Liquid Foundation','L.A. Girl',$8.99,16,4.00
'Redness Reducer Primer','PÜR',$33.00,0,4.00
'Quick Fix Concealer Stick','Dermablend',$26.00,10,4.20
'UV Expert Aquagel Defense Primer &amp; Moisturizer SPF 50','Lancôme',$39.00,0,3.90
'Online Only Trick&amp;Treat Concealer','Hey Honey',$36.00,2,4.40
'Maquicomplet Complete Coverage Concealer','Lancôme',$31.00,19,4.30
'Travel Size Hangover 3-in-1 Replenishing Primer &amp; Setting Spray','Too Faced',$15.00,0,4.50
'Micellar Make-Up Remover Wipes Twin Pack','Simple',$11.99,0,4.90
'The POREfessional Agent Zero Shine Control Powder','Benefit Cosmetics',$32.00,0,4.30
'Dose of Colors Desi x Katy Highlighter','Dose Of Colors',$28.00,2,4.00
'Sunlit Bronzer','BECCA',$38.00,5,4.70
'PhotoFocus Water Drop Primer','Wet n Wild',$4.99,3,4.30
'Travel Size Photo Finish Primerizer','Smashbox',$15.00,0,4.60
'Bye Bye Pores Illumination','It Cosmetics',$29.00,0,3.90
'Liquid Luster 4 Mini Highlighter Drops','Morphe',$25.00,0,2.60
'Tutti Frutti - It&#39;s Bananas Brightening Setting Powder','Too Faced',$30.00,0,3.90
'Illuminator','ICONIC LONDON',$40.00,3,4.50
'Convertible Color','Stila',$25.00,6,4.50
'Cover Lock Cream Foundation','Laura Geller',$19.00,6,3.60
'The Healthy Foundation SPF 20','Physicians Formula',$15.99,16,4.20
'Travel Size Poreless Face Primer','ULTA',$6.50,0,4.30
'4-In-1 Foundation Stick','PÜR',$34.00,25,3.70
'CC+ Radiance Ombre Bronzer','It Cosmetics',$34.00,0,4.40
'Sugar Rush - Beach Cheeks Cream Blush','Tarte',$15.00,2,4.40
'Watt&#39;s Up! Champagne Cream-to-Powder Highlighter','Benefit Cosmetics',$30.00,0,4.40
'ColorStay Makeup For Combo/Oily Skin','Revlon',$7.79,31,4.20
'Confidence In Your Glow','It Cosmetics',$32.00,3,4.40
'Heaven&#39;s Hue Highlighter','Stila',$32.00,6,4.50
'Tutti Frutti - Fruit Cocktail Blush Duo','Too Faced',$30.00,4,4.30
'Pore &amp; Shine Control Primer','NARS',$36.00,0,4.10
'Online Only Sun Protection Mineral Face Powder by Ash Deleon SPF 30','Derma E',$15.37,0,4.20
'Bella Blush','Juvia's Place',$8.00,0,5.00
'2 to Hoola Bronzer Set','Benefit Cosmetics',$30.00,0,5.00
'Disappearing Ink 4-in-1 Face Concealer','PÜR',$24.00,8,4.30
'Dallas Dusty-Rose Blush &amp; Bronzer','Benefit Cosmetics',$30.00,0,4.60
'True Match Lumi Glotion Natural Glow Enhancer','L'Oréal',$14.99,4,4.20
'Studio Secrets Magic Skin Beautifier B.B. Cream','L'Oréal',$10.99,4,3.90
'Moisturizing Primer Spray','ULTA',$10.00,0,4.50
'Teint Idole Ultra Wear Camouflage Concealer','Lancôme',$31.00,19,4.30
'Online Only Star Island Highlighter','Ofra Cosmetics',$29.00,0,4.90
'8C Cool Pro Blush Palette','Morphe',$22.00,0,4.70
'Photo Finish Crystalized Primerizer','Smashbox',$42.00,0,4.00
'Dewy Setting Mist','e.l.f. Cosmetics',$8.00,0,3.90
'Cocoa Contour Contouring and Highlighting Palette','Too Faced',$44.00,0,5.00
'Dream Pure BB Cream Skin Clearing Perfector','Maybelline',$8.99,3,4.00
'Supernova Celestial Skin Elixir','FLOWER Beauty',$15.99,0,4.40
'Filter First Luminous Foundation','Laura Geller',$19.00,8,3.70
'Redness Solutions Makeup Broad Spectrum SPF 15 with Probiotic Technology','Clinique',$29.00,4,4.60
'Power Play Concealer','COVER FX',$30.00,30,4.40
'Prime &amp; Fine Waterproof Mattifying Powder','Catrice',$7.49,0,4.40
'Fit Me Shine Free Foundation Stick','Maybelline',$7.99,8,3.80
'Bye Bye Makeup 3-in-1 Hydrating, Anti-Aging, Makeup Removing Micellar Wipes','It Cosmetics',$14.00,0,4.50
'Clean Matte BB Cream','CoverGirl',$7.99,6,4.20
'Cheek Pop','Clinique',$24.00,8,4.60
'Light Source Mega Beam Highlighter','LORAC',$24.00,3,4.60
'Cherry Velvet Matte Setting Powder','Pacifica',$12.00,0,4.60
'Liquid Highlighter','Makeup Revolution',$9.00,7,3.90
'Fit Me Blush','Maybelline',$5.99,10,4.00
'Photo Finish Radiance Primer','Smashbox',$39.00,0,4.30
'Miracle Glow Satin Finishing Powder','FLOWER Beauty',$10.99,0,3.80
'Sugar Rush - Sweet Slice Eye &amp; Cheek Palette','Tarte',$25.00,0,3.80
'Glow Revolution Illuminating Face &amp; Body Spray','Makeup Revolution',$15.00,2,3.50
'Dewy Makeup Setting Spray','ULTA',$10.00,0,4.10
'Studio Finish SPF 35 Concealer','MAC',$22.00,14,4.40
'Airbrush Concealer','Clinique',$22.50,7,4.50
'Infallible Pro-Matte 16HR Powder','L'Oréal',$12.99,4,4.20
'Hydrate &amp; Balance Color Primer','PÜR',$33.00,0,4.20
'Beyond Perfecting Super Concealer Camouflage + 24-Hour Wear','Clinique',$20.50,16,3.70
'FaceStudio Master Fix Setting + Perfecting Loose Powder','Maybelline',$8.99,0,3.40
'Rockateur Rose Gold Powder Blush','Benefit Cosmetics',$30.00,0,4.60
'Nudies Tinted Blur Stick','NUDESTIX',$30.00,10,3.80
'PHYTO-PIGMENTS Illuminating Primer','Juice Beauty',$36.00,0,4.20
'Clear Radiance All Over Face Color','BareMinerals',$22.00,0,4.70
'FaceStudio Master Prime Hydrate + Smooth Primer','Maybelline',$9.99,0,4.10
'Golden Sugar 2 Rose Gold Ultra Professional Blush Palette','Makeup Revolution',$10.00,0,4.30
'8L Lo-Fi Sculpt &amp; Shimmer Palette','Morphe',$25.00,0,4.20
'Photo Finish Even Tone Primer','Smashbox',$39.00,0,4.50
'Hello Happy Soft Blur Foundation Mini SPF 15','Benefit Cosmetics',$10.00,5,3.50
'You Sculpted','It Cosmetics',$40.00,0,4.00
'Online Only Liquid Minerals A Foundation','jane iredale',$55.00,13,3.90
'Perfect Lighting Radiant Touch Magic Wand','It Cosmetics',$29.00,3,4.30
'Boi-ing Airbrush Concealer','Benefit Cosmetics',$22.00,3,4.20
'Online Only Good Morning Honey Silk Facial Serum','Hey Honey',$48.00,0,4.70
'FaceStudio Master Conceal','Maybelline',$8.99,5,4.10
'Brightening Face Primer','ULTA',$18.00,0,3.40
'Pro Fix Oil Control Makeup Fixing Spray','Makeup Revolution',$8.00,0,4.00
'Fit Me Set + Smooth Pressed Powder','Maybelline',$7.99,8,3.80
'Pro Pencil','Anastasia Beverly Hills',$18.00,3,4.40
'Travel Size Bye Bye Under Eye Anti-Aging Concealer','It Cosmetics',$10.00,0,4.40
'Pure Color Envy Sculpting Blush','Estée Lauder',$35.00,8,4.80
'Skin To Die For','Peter Thomas Roth',$28.00,0,4.40
'SuperStay Better Skin Concealer','Maybelline',$8.99,6,4.10
'True Match Lumi Shake and Glow Dew Mist','L'Oréal',$14.99,0,4.40
'Highlight + Radiance / Instant Artistry','MAC',$59.50,2,0.00
'Quench-n-Tint Hydrating Foundation','Laura Geller',$17.00,2,4.40
'Dandelion Brightening Baby-Pink Blush Mini','Benefit Cosmetics',$16.00,0,4.70
'Park Ave Princess Chisel Palette','Tarte',$45.00,0,4.80
'Youthful Glow Concealer','ULTA',$9.00,16,3.90
'Just Blushing Powder','L.A. Girl',$5.99,10,4.60
'Online Only Rose Blush Trio Palette','Milani',$12.99,2,3.60
'Bronze Goddess Powder Bronzer','Estée Lauder',$43.00,4,4.20
'Natural Finish Foundation','COVER FX',$42.00,40,4.00
'Murumuru Butter Blush','Physicians Formula',$13.49,4,3.80
'Online Only Color Icon Bronzer','Wet n Wild',$3.99,3,3.70
'Little White Lies Heavenly Highlighting Palette','Stila',$45.00,0,4.40
'Benetint Cheek &amp; Lip Stain','Benefit Cosmetics',$30.00,0,4.20
'SPF 50 Sunscreen Rose Water Setting Spray','ULTA',$9.99,0,3.70
'Naked Skin The Illuminizer Translucent Pressed Beauty Powder','Urban Decay Cosmetics',$34.00,0,4.00
'Hydra Touch Primer','NYX Professional Makeup',$14.00,0,4.20
'Mattifying Balm','ULTA',$12.50,0,4.10
'Prebiotic 3-in-1 MultiMist','Murad',$32.00,0,4.70
'True Match Super Blendable Blush','L'Oréal',$11.99,9,4.30
'Skin Tone Correcting &amp; Beautifying BB Cream SPF 50','Kiehl's Since 1851',$38.00,3,5.00
'Studio Perfect Primer in Clear','NYX Professional Makeup',$13.00,0,4.20
'Blushing Blush Powder Blush','Clinique',$24.00,5,4.60
'Light Reflecting Pressed Setting Powder','NARS',$37.00,0,4.90
'Online Only Brilliance Bronzer','BH Cosmetics',$10.00,3,4.60
'Hydrablur Primer','Dermalogica',$49.00,0,4.50
'Online Only Luxe Pro Powder','J.Cat Beauty',$6.99,4,3.90
'Smooth Operator Amazonian Clay Pressed Finishing Powder','Tarte',$35.00,0,4.20
'Double Duty Beauty Shape Tape Pore &amp; Prime Balm','Tarte',$25.00,0,3.30
'Blushing in Bali - 6 Color Blush &amp; Highlighter Palette','BH Cosmetics',$16.00,0,4.80
'Studio Secrets Professional Secret No.1 Magic Perfecting Base','L'Oréal',$12.99,0,4.00
'Travel Size Photo Finish Pore Minimizing Primer','Smashbox',$15.00,0,4.10
'Face and Body Glitter','NYX Professional Makeup',$5.00,12,4.70
'Glee All Over Face Color','BareMinerals',$22.00,0,4.70
'Stay All Day 10-in 1 HD Illuminating Beauty Balm SPF 30','Stila',$38.00,0,4.20
'True Bronze Pressed Powder Bronzer','Clinique',$29.00,0,4.60
'Brighten Up! Banana Powder','Essence',$4.99,0,4.40
'Oil Obsessed Total Cleansing Oil','BareMinerals',$30.00,0,4.50
'Travel Size Photo Finish Primer Water','Smashbox',$15.00,0,4.40
'Precleanse Balm','Dermalogica',$45.00,0,4.60
'MegaCushion Foundation SPF 15','Wet n Wild',$8.99,8,4.30
'Cali Kissed Highlight + Blush Palette','Smashbox',$39.00,0,0.00
'Bake And Blot Pressed Powder','Makeup Revolution',$8.00,10,4.10
'Liquid Illuminator','ULTA',$10.00,6,4.40
'B6 Vitamin-Infused Complexion Prep Priming Spray','Urban Decay Cosmetics',$32.00,0,4.40
'Online Only Perfector Face Palette','COVER FX',$45.00,2,4.40
'Online Only Clean Pressed Powder, Normal Skin','CoverGirl',$6.99,6,4.00
'Online Only You Glow Girl Baked Highlighter','J.Cat Beauty',$8.99 - $9.00,9,4.30
'Cream Contour Kit','Sleek MakeUP',$15.99,3,3.90
'Make it Last Matte Charcoal Setting Spray','Milani',$9.99,0,4.30
'Miracle Matte Universal Finishing Pressed Powder','FLOWER Beauty',$10.99,0,4.50
'Chubby Stick Sculpting Contour','Clinique',$24.00,0,4.30
'High Definition Powder','e.l.f. Cosmetics',$6.00,2,4.20
'Mini Highlighter in Spark','Morphe',$8.00,0,4.70
'Instant Age Rewind Eraser Treatment Makeup','Maybelline',$11.49,8,4.20
'Ombre Blush','NYX Professional Makeup',$10.00,2,4.60
'Online Only Outlast All-Day Matte Finishing Powder','CoverGirl',$11.99,3,4.30
'Baked Bronzer','Milani',$8.99,3,4.30
'Matte Magic Mist &amp; Set','e.l.f. Cosmetics',$4.00 - $6.00,2,3.70
'The Mattifier Shine Control Perfecting Primer + Finisher','Estée Lauder',$38.00,0,4.20
'Travel-Size Photo Finish Reduce Redness Primer','Smashbox',$15.00,0,4.10
'The Velvetizer Translucent Mix-In Medium','Urban Decay Cosmetics',$34.00,0,3.70
'Color Correcting Concealer','NYX Professional Makeup',$12.00,0,4.00
'Online Only Prep + Prime Highlighter','MAC',$27.00,0,4.20
'X Puma Color + Gloss Duo Face Stick','Maybelline',$10.99,0,4.20
'Complexion Rescue Defense Radiant Protective Veil Broad Spectrum SPF 30','BareMinerals',$39.00,0,4.00
'Incandescent Face Quad Highlighting Palette','Makeup Revolution',$15.00,0,4.70
'Sweetheart Perfect Flush Blush','Too Faced',$30.00,0,4.60
'City Bronzer','Maybelline',$9.99,3,4.40
'Bye Bye Breakout Powder','It Cosmetics',$28.00,3,3.30
'Jelly Highlighter','e.l.f. Cosmetics',$6.00,3,3.90
'Seal The Deal Hydrating Setting Spray','FLOWER Beauty',$10.99,0,4.50
'Wake &amp; Bake Face Oil','Beauty Bakerie',$28.00,0,4.50
'Radiance Primer SPF 35','NARS',$36.00,0,4.40
'Faux Tan All Over Face Color','BareMinerals',$22.00,0,4.70
'All Nighter Pollution Protection Environmental Defense Makeup Setting Spray','Urban Decay Cosmetics',$34.00,0,3.40
'Anthelios 50 Daily Face Primer with Sunscreen SPF 50','La Roche-Posay',$39.99,0,4.30
'Prep + Prime Transparent Finishing Loose Powder','MAC',$29.00,0,4.20
'Anti-Wrinkle Miracle Worker+ Line Correcting Primer','Philosophy',$38.00,0,4.40
'Blemish Control Blotting Paper 100 Ct','NYX Professional Makeup',$6.00,0,4.00
'Skin Love Glow Shield Prime &amp; Set Mist','BECCA',$32.00,0,4.00
'3 Steps to Sculpt Face Sculpting Palette','NYX Professional Makeup',$12.00,2,3.90
'Simply Ageless 3-In-1 Liquid Foundation','CoverGirl',$13.99,15,4.20
'Coconut Cleansing Oil','Kopari Beauty',$32.00,0,4.70
'Primer-Infused Bronzer','e.l.f. Cosmetics',$6.00,0,4.70
'Vitality Flush Stain Stick Lip &amp; Cheek Reviver','It Cosmetics',$24.00,0,4.40
'Blur &amp; Go Priming Stick','Lancôme',$39.00,0,4.60
'Super Radiant Booster','NARS',$30.00,0,4.30
'Custom Cover Drops','COVER FX',$29.00,24,3.90
'Online Only Prep + Prime Transparent Finishing Pressed Powder','MAC',$29.00,0,4.30
'Shine Free Oil Control Loose Powder','Maybelline',$5.99,2,4.10
'Sunshine In A Compact Vitality Anti-Aging Matte Bronzer','It Cosmetics',$34.00,0,4.60
'Sculptionary Cheek Contouring Palette','Clinique',$34.00,4,4.60
'PHYTO-PIGMENTS Light-Diffusing Dust','Juice Beauty',$30.00,5,4.40
'Moonchild Glow Kit','Anastasia Beverly Hills',$40.00,0,4.60
'Fragrance Free Makeup Remover Cleansing Towelettes 25ct','Neutrogena',$6.99,0,4.50
'Skin Softening Cleanser','Meaningful Beauty',$33.00,0,5.00
'Baked Balance-n-Glow Illuminating Foundation','Laura Geller',$17.00,0,4.30
'Soft Light Blurring Powder','BECCA',$38.00,0,4.00
'In Your Prime Hydrating Primer','FLOWER Beauty',$10.99,0,4.60
'Primer-Infused Blush','e.l.f. Cosmetics',$6.00,2,4.60
'Dark Circle Concealer','NYX Professional Makeup',$6.00,2,3.90
'Lingerie Soufflé Skin Perfecting Color','Stila',$38.00,8,3.40
'Amazonian Clay 12 Hour Highlighter','Tarte',$29.00,3,4.50
'Skin Feels Good Hydrating Skin Tint','Lancôme',$35.00,11,4.20
'ColorStay Makeup For Normal/Dry Skin','Revlon',$7.79,15,4.20
'The Slenderizer Bamboo Contouring Brush','Tarte',$34.00,0,4.40
'Vitalist Healthy Elixir Foundation','CoverGirl',$11.99,7,3.80
'Duo Chrome Illuminator','ULTA',$10.00,3,4.60
'Naturals Fresh Cleansing + Makeup Remover','Neutrogena',$7.99,0,4.30
'Dandelion Brightening Baby-Pink Blush','Benefit Cosmetics',$30.00,0,4.60
'Online Only Visible Lift Luminous Serum Tint','L'Oréal',$14.99,5,3.90
'Hello Light Anti-Aging Powder Illuminizer','It Cosmetics',$24.00,0,4.50
'Light Illusion Powder','FLOWER Beauty',$13.99,4,4.10
'Seal The Deal Long-Lasting Setting Spray','FLOWER Beauty',$10.99,0,3.90
'Travel Size Matte Face Primer','ULTA',$8.50,0,4.20
'Quick Fix Hydra-Charged Complexion Prep Priming Spray','Urban Decay Cosmetics',$32.00,0,4.20
'Soft Focus Glow Complexion Enchancer','Milani',$10.99,0,4.90
'Travel Size Hydra-Mist Set &amp; Refresh Powder','BECCA',$19.00,0,4.00
'Hyper Real Glow Palette: Flash + Awe','MAC',$39.50,0,4.80
'Mineral Wear Talc-Free Mineral Airbrushing Pressed Powder SPF 30','Physicians Formula',$13.99,2,3.90
'Treasure Pot Glitter Gel','Tarte',$18.00,2,4.70
'True All Over Face Color','BareMinerals',$22.00,0,4.50
'Pure Nude Highlighter','Essence',$4.49,0,4.50
'Vivid Baked Highlighters','Makeup Revolution',$6.00,5,4.20
'Prep &amp; Perfect Correcting Primer','PÜR',$33.00,0,3.70
'Can&#39;t Stop Won&#39;t Stop Setting Powder','NYX Professional Makeup',$12.00,6,3.40
'Online Only Cream Blush Palette','Makeup Revolution',$10.00,0,4.80
'Online Only Outlast Stay Fabulous 3-In-1 Foundation','CoverGirl',$10.99,13,4.20
'Jewel Collection Jelly Highlighter','Makeup Revolution',$4.49,3,4.30
