product name,brand,price,number of colors/scent,rating
'Good Girl Eau de Parfum Légère','Carolina Herrera',$68.00 - $117.00,3,4.90
'Amazing Grace Ballet Rose Eau de Toilette','Philosophy',$50.00 - $72.00,2,4.60
'Bowdacious Eau de Parfum','Juicy Couture',$79.00 - $99.00,2,4.70
'Candy Eau de Parfum','Prada',$74.00 - $124.00,3,4.60
'J&#39;adore Eau de Parfum','Dior',$75.00 - $130.00,3,4.80
'Chloe Eau de Parfum','Chloe',$75.00 - $132.00,3,4.90
'BONBON Eau de Parfum','Viktor&Rolf',$68.00 - $158.00,3,4.60
'Romance Eau de Parfum','Ralph Lauren',$56.00 - $96.00,3,4.70
'CLOUD Eau de Parfum Purse Spray','Ariana Grande',$20.00,0,4.30
'JOY by Dior Eau de Parfum','Dior',$75.00 - $130.00,3,4.20
'The Only One Eau de Parfum','Dolce&Gabbana',$76.00 - $94.00,2,4.60
'Daisy Love Eau de Toilette','Marc Jacobs',$60.00 - $104.00,3,4.60
'Online Only Jumbo Amazing Grace Perfumed Firming Body Emulsion','Philosophy',$56.00,0,4.60
'Si Passione Eau De Parfum','Giorgio Armani',$68.00 - $116.00,3,4.80
'Online Only Pink Sugar Eau de Toilette','Pink Sugar',$30.00 - $60.00,3,4.60
'Amazing Grace Eau de Toilette','Philosophy',$50.00 - $72.00,2,4.60
'Bloom Eau de Parfum Rollerball','Gucci',$34.00,0,4.70
'OUI Eau de Parfum','Juicy Couture',$65.00 - $105.00,3,4.30
'Sparkling Blush Eau de Parfum','Michael Kors',$68.00 - $115.00,3,4.60
'Romance Rosé Eau de Parfum','Ralph Lauren',$96.00,0,4.80
'Bamboo Eau de Parfum','Gucci',$74.00 - $119.00,3,4.70
'Be Delicious Eau de Parfum','Dkny',$52.00 - $92.00,3,4.60
'SWEET LIKE CANDY Eau de Parfum','Ariana Grande',$40.00 - $50.00,2,4.60
'Amazing Grace Magnolia Eau de Toilette','Philosophy',$50.00,0,4.10
'Online Only Jumbo Amazing Grace Perfumed Shampoo, Shower Gel And Bubble Bath','Philosophy',$40.00,0,4.70
'Happy Heart','Clinique',$42.00 - $69.00,3,4.80
'Alien Refillable Eau de Parfum','MUGLER',$84.00 - $120.00,2,4.70
'La Vie Est Belle Limited Edition Gift Set','Lancôme',$98.00,0,NA
'Daisy Eau de Toilette','Marc Jacobs',$84.00 - $104.00,2,4.70
'Black Opium Eau de Parfum Travel Spray','Yves Saint Laurent',$29.00,0,4.70
'My Happy Perfume Spray - Cocoa &amp; Cashmere','Clinique',$22.00,0,4.50
'Dylan Blue Pour Femme Eau de Parfum','Versace',$92.00 - $120.00,2,4.60
'Miss Dior Eau de Parfum','Dior',$75.00 - $130.00,3,4.10
'Burberry Eau de Parfum','Burberry',$59.00 - $98.00,3,4.80
'Euphoria for Women Eau de Parfum','Calvin Klein',$58.00 - $96.00,3,4.80
'Live Colorfully Eau de Parfum','Kate Spade New York',$58.00 - $98.00,3,4.70
'Cashmere Mist Eau de Parfum','Donna Karan',$70.00 - $116.00,3,4.80
'Miss Dior Blooming Bouquet Eau de Toilette','Dior',$60.00 - $102.00,3,4.50
'Ralph Eau de Toilette','Ralph Lauren',$46.00 - $80.00,3,4.80
'Burberry Her Eau de Parfum','Burberry',$70.00 - $121.00,3,4.40
'Cashmere Mist Deodorant/Anti-Perspirant','Donna Karan',$27.00,0,4.80
'Amazing Grace Eau De Parfum','Philosophy',$60.00,0,4.50
'Online Only KKW Hearts Wifey','KKW FRAGRANCE',$30.00,0,4.10
'Good Girl Eau de Parfum Légère Rollerball','Carolina Herrera',$28.00,0,4.40
'Blue Eau de Toilette','Ralph Lauren',$68.00 - $84.00,2,4.80
'Light Blue Eau Intense Eau de Parfum','Dolce&Gabbana',$64.00 - $110.00,3,4.40
'Bright Crystal Absolu Eau de Parfum','Versace',$86.00 - $112.00,2,4.90
'La vie est belle Rollerball','Lancôme',$27.00,0,4.80
'COACH Eau de Toilette','Coach',$55.00 - $75.00,2,4.60
'Guilty Eau de Parfume','Gucci',$70.00 - $122.00,3,4.20
'MOONLIGHT Eau de Parfum','Ariana Grande',$40.00 - $60.00,3,4.70
'Tender Romance Eau de Parfum','Ralph Lauren',$56.00 - $96.00,3,4.80
'Wonderlust Eau de Parfum','Michael Kors',$68.00 - $115.00,3,4.70
'Daisy Eau So Fresh Eau de Toilette','Marc Jacobs',$100.00 - $114.00,2,4.70
'Pure Grace Eau de Toilette','Philosophy',$50.00 - $69.00,2,4.60
'COACH Eau de Parfum','Coach',$60.00 - $100.00,3,4.70
'Love Relentlessly Eau de Parfum','Tory Burch',$70.00 - $120.00,3,4.60
'Walk On Air Eau de Parfum','Kate Spade New York',$58.00 - $98.00,3,4.60
'Nomade Eau de Parfum','Chloe',$76.00 - $132.00,3,4.30
'Beautiful Eau de Parfum','Estée Lauder',$59.00 - $125.00,4,4.80
'TRULYdazzling Eau de Toilette','Kate Spade New York',$65.00,0,4.70
'Eau de Parfum','Jimmy Choo',$65.00 - $115.00,3,4.60
'Miss Dior Absolutely Blooming Eau de Parfum','Dior',$75.00 - $130.00,3,4.90
'WOMAN Eau de Parfum','Ralph Lauren',$64.00 - $110.00,3,4.40
'Daisy Dream Eau de Toilette','Marc Jacobs',$60.00 - $104.00,3,4.60
'Fever Eau de Parfum','Jimmy Choo',$65.00 - $115.00,3,4.40
'MON PARIS Eau de Parfum Travel Spray','Yves Saint Laurent',$29.00,0,4.80
'Yellow Diamond Eau de Toilette','Versace',$57.00 - $95.00,3,4.80
'Online Only KKW Hearts Baby Girl','KKW FRAGRANCE',$30.00,0,4.50
'Floral Eau de Toilette','Jimmy Choo',$60.00 - $105.00,3,4.10
'Sugar Rush - Sugar Spritz Body Spray Mini','Tarte',$10.00,0,4.90
'In Full Bloom Eau de Parfum','Kate Spade New York',$58.00 - $98.00,3,4.60
'Armani Code for Her Eau de Parfum','Giorgio Armani',$48.00 - $90.00,3,4.70
'Bloom Acqua di Fiori Eau de Toilette','Gucci',$65.00 - $112.00,3,4.50
'Viva la Juicy Gold Couture Eau de Parfum','Juicy Couture',$79.00 - $99.00,2,4.70
'Viva la Juicy Rosé Eau de Parfum','Juicy Couture',$79.00 - $99.00,2,4.60
'Midnight Romance Eau de Parfum','Ralph Lauren',$96.00,0,4.80
'Light Blue Eau de Toilette Rollerball','Dolce&Gabbana',$29.00,0,4.60
'Sì Eau de Parfum','Giorgio Armani',$72.00 - $120.00,3,4.70
'Hypnotic Poison Eau de Toilette','Dior',$62.00 - $80.00,2,4.80
'Michael Kors Collection Sexy Amber Eau de Parfum','Michael Kors',$64.00 - $108.00,3,4.70
'Omnia Crystalline Eau de Toilette','Bvlgari',$70.00 - $86.00,2,4.70
'Organza Indecence Eau de Parfum','Givenchy',$97.00,0,4.80
'Michael for Women Eau de Parfum','Michael Kors',$68.00 - $115.00,3,4.70
'Mon Guerlain Eau de Parfum','Guerlain',$69.00 - $124.00,3,4.80
'Brit for Her Eau de Parfum','Burberry',$62.00 - $104.00,3,4.50
'Women Eau de Parfum','Calvin Klein',$64.00 - $106.00,3,4.20
'MON PARIS Couture Eau de Parfum','Yves Saint Laurent',$74.00 - $124.00,3,4.90
'Si Passione Eau de Parfum Travel Spray','Giorgio Armani',$28.00,0,4.90
'Sky Blossom Limited Edition Eau De Parfum','Michael Kors',$64.00 - $108.00,2,5.00
'Toy 2 Eau de Parfum','Moschino',$56.00 - $96.00,3,5.00
'Amazing Grace Ballet Rose Eau de Toilette Mini','Philosophy',$22.00,0,4.50
'L&#39;Eau Eau de Toilette','Jimmy Choo',$60.00 - $105.00,3,4.50
'Eternity Women Eau de Parfum','Calvin Klein',$50.00 - $88.00,3,4.80
'Online Only Rollerball Layering Gift Set','Clean',$20.00,0,5.00
'Fresh Cream Warm Cashmere Eau de Toilette','Philosophy',$42.00,0,4.60
'Chloe Eau de Parfum Pen Spray','Chloe',$30.00,0,4.80
'Bright Crystal Eau de Toilette Purse Spray','Versace',$30.00,0,4.80
'Amazing Grace Perfumed Firming Body Emulsion','Philosophy',$40.00,0,4.70
'Daisy Eau So Fresh Sunshine Eau de Toilette','Marc Jacobs',$100.00,0,5.00
'Falling In Love Spray Fragrance','Philosophy',$50.00,0,4.60
'Amazing Grace Spray Fragrance Mini','Philosophy',$22.00,0,4.50
'Floral Eau de Parfum Purse Spray','Coach',$28.00,0,4.70
'L&#39;Eau D&#39;Issey Eau de Toilette','Issey Miyake',$78.00 - $104.00,2,4.80
'Spray Perfume','Pacifica',$22.00,6,4.60
'Miss Dior Blooming Bouquet Eau de Toilette Gift Set','Dior',$133.00,0,NA
'Viva la Juicy Noir Eau de Parfum','Juicy Couture',$58.00 - $99.00,3,4.60
'Miss Dior Eau de Toilette','Dior',$80.00 - $102.00,2,5.00
'Amazing Grace Perfumed Shampoo, Shower Gel &amp; Bubble Bath','Philosophy',$27.00,0,4.70
'Happy in Bloom','Clinique',$42.00,0,4.80
'Dolce Garden Eau de Parfum','Dolce&Gabbana',$76.00 - $120.00,3,4.50
'Bloom Nettare di Fiori Eau De Parfum Intense','Gucci',$81.00 - $107.00,2,4.00
'BONBON Eau de Parfum Travel Spray','Viktor&Rolf',$48.00,0,4.90
'Princess Eau de Toilette','Vera Wang',$45.00 - $75.00,3,4.60
'Guilty Eau de Toilette','Gucci',$65.00 - $99.00,3,4.60
'Miami Blossom Eau de Toilette Rollerball','Escada',$26.00,0,5.00
'Ange Ou Demon le Secret Eau de Parfum','Givenchy',$64.00 - $91.00,2,4.50
'Tory Burch Eau de Parfum','Tory Burch',$74.00 - $128.00,3,4.60
'Online Only KKW Hearts Baddie','KKW FRAGRANCE',$30.00,0,3.20
'Dolce Eau de Parfum','Dolce&Gabbana',$76.00 - $120.00,3,4.60
'Crystal Noir Eau de Toilette','Versace',$57.00 - $75.00,2,4.70
'Online Only The Healthy Fragrance - Pure Vanilla Eau de Parfum','LAVANILA',$48.00,0,4.60
'Online Only Ed Hardy for Women Eau de Parfum Spray','Ed Hardy',$35.00 - $75.00,3,4.70
'BONBON Eau de Parfum Purse Spray','Viktor&Rolf',$28.00,0,4.50
'Hot Couture Eau de Toilette','Givenchy',$78.00,0,4.90
'Black Opium Nuit Blanche Eau De Parfum','Yves Saint Laurent',$72.00 - $94.00,2,4.90
'Alien Fusion Eau de Parfum','MUGLER',$74.00 - $103.00,2,5.00
'Daisy Eau So Fresh Eau de Toilette Pen Spray','Marc Jacobs',$27.00,0,4.70
'Candy Eau De Parfum Rollerball','Prada',$28.00,0,4.70
'The One Eau de Parfum','Dolce&Gabbana',$76.00 - $120.00,3,4.80
'Amazing Grace Ballet Rose Firming Body Emulsion','Philosophy',$40.00,0,4.60
'My Happy Perfume Spray - Peony Picnic','Clinique',$22.00,0,4.70
'Brazilian Sunset Fragrance Body Mist','ULTA',$9.50,0,4.40
'Eau Parfumée au thé blanc Travel Spray','Bvlgari',$25.00,0,4.50
'Skin Eau de Parfum','Clean',$44.00 - $74.00,2,4.70
'Eros Pour Femme Eau de Toilette','Versace',$62.00 - $78.00,3,4.90
'Online Only White Tea Eau de Toilette','Elizabeth Arden',$42.00 - $56.00,2,4.80
'for her Eau de Toilette','Narciso Rodriguez',$58.00 - $108.00,3,4.80
'Simply Clean Fragrance Mist','ULTA',$9.50,0,4.90
'Angel Shooting Star Refillable Eau de Parfum','MUGLER',$120.00,0,4.80
'Sky di Gioia Eau de Parfum','Giorgio Armani',$50.00 - $72.00,2,4.70
'Sugar Rush - Sugar Spritz Body Spray','Tarte',$19.00,0,4.20
'Miss Dior Blooming Bouquet Eau de Toilette Roller-Pearl','Dior',$38.00,0,4.50
'Roses De Chloe Eau de Toilette','Chloe',$70.00 - $125.00,3,4.60
'Sugar Rush - Vacay Day Rollerball Mini','Tarte',$10.00,0,3.10
'Brit Sheer for Her Eau de Toilette','Burberry',$78.00 - $98.00,2,4.80
'Online Only Hair Perfume','Pink Sugar',$18.00,0,4.50
'Online Only Warm Cotton Eau de Parfum','Clean',$44.00 - $74.00,2,4.70
'3 L&#39;Imperatrice Eau de Toilette','Dolce&Gabbana',$80.00,0,4.60
'Burberry Her Eau de Parfum Rollerball','Burberry',$29.00,0,5.00
'Bel Azur Eau de Parfum','Tory Burch',$98.00 - $128.00,2,4.80
'Pure Grace Perfumed Body Lotion','Philosophy',$40.00,0,4.60
'Wonderlust Eau de Parfum Rollerball','Michael Kors',$30.00,0,4.70
'Good Girl Eau de Parfum Rollerball','Carolina Herrera',$28.00,0,4.70
'Platinum Eau de Parfum','Coach',$75.00 - $95.00,2,5.00
'SWEET LIKE CANDY Eau de Parfum Rollerball','Ariana Grande',$20.00,0,4.60
'Online Only I LOVE JUICY COUTURE Eau de Parfum','Juicy Couture',$76.00 - $96.00,2,4.80
'Romance Rollerball Fragrance','Ralph Lauren',$26.00,0,4.60
'Fever Purse Spray','Jimmy Choo',$28.00,0,4.60
'Love Story Eau de Parfum','Chloe',$76.00 - $132.00,3,4.70
'Viva la Juicy Eau de Parfum Rollerball','Juicy Couture',$24.00,0,4.60
'Sparkling Blush Eau de Parfum Rollerball','Michael Kors',$30.00,0,5.00
'Pleasures Eau de Parfum','Estée Lauder',$70.00 - $125.00,3,4.70
'Amazing Grace Whipped Body Creme','Philosophy',$36.00,0,4.70
'Bamboo Eau de Parfum Rollerball','Gucci',$34.00,0,4.60
'Dior Addict Eau de Parfum','Dior',$100.00 - $130.00,2,4.70
'Acqua di Gioia Eau de Parfum Purse Spray','Giorgio Armani',$26.00,0,4.50
'Online Only The Healthy Fragrance - Vanilla Grapefruit Eau de Parfum','LAVANILA',$48.00,0,4.90
'Online Only Cashmere Mist Favorites Set','Donna Karan',$120.00,0,NA
'Daisy Eau de Toilette Pen Spray','Marc Jacobs',$27.00,0,4.60
'Fresh Cream Spray','Philosophy',$42.00,0,4.60
'Trésor Eau de Parfum','Lancôme',$64.00 - $112.00,3,4.90
'My Happy Perfume Spray - Happy Splash','Clinique',$22.00,0,4.70
'Obsession Eau de Parfum','Calvin Klein',$50.00 - $92.00,3,4.80
'Pamper Yourself Bath &amp; Body Must Haves','ULTA',$9.99,0,5.00
'MON PARIS Eau de Toilette','Yves Saint Laurent',$63.00 - $102.00,3,4.70
'Online Only Spellbound Eau de Parfum','Estée Lauder',$70.00,0,5.00
'Beautiful Belle Eau de Parfum','Estée Lauder',$70.00 - $125.00,3,4.30
'Angel Heavenly Star Refillable Eau de Parfum','MUGLER',$180.00,0,5.00
'My Happy Perfume Spray - Lily of the Beach','Clinique',$22.00,0,4.90
'Amarige Eau de Toilette','Givenchy',$58.00 - $102.00,3,4.70
'La vie est belle L&#39;Eclat de Parfum','Lancôme',$73.00 - $123.00,3,4.70
'Daisy &#39;&#39;In Your Dream&#39;&#39; Rollerball Trio Gift Set','Marc Jacobs',$40.00,0,3.70
'Fresh Cream Warm Cashmere Eau de Toilette Mini','Philosophy',$20.00,0,4.60
'Play for Her Eau de Parfum','Givenchy',$51.00 - $73.00,2,4.60
'Candy Kiss Eau de Parfum','Prada',$94.00 - $124.00,2,4.50
'Cashmere Mist Essence Eau de Parfum','Donna Karan',$106.00 - $126.00,2,4.60
'Himalayan Patchouli Berry Spray Perfume','Pacifica',$22.00,0,4.80
'Dylan Blue Pour Femme Eau de Toilette Travel Spray','Versace',$30.00,0,4.30
'Online Only Bronze Goddess Whipped Body Crème','Estée Lauder',$52.00,0,5.00
'Light Blue Italian Zest Eau de Toilette','Dolce&Gabbana',$78.00,0,4.50
'Sugared Vanilla Fragrance Body Mist','ULTA',$9.50,0,4.30
'Online Only The Healthy Fragrance - Vanilla Coconut Eau de Parfum','LAVANILA',$48.00,0,5.00
'Juicy Couture Eau de Parfum','Juicy Couture',$56.00 - $96.00,3,4.70
'Sì Eau de Parfum Purse Spray','Giorgio Armani',$28.00,0,NA
'Air di Gioia Eau de Parfum','Giorgio Armani',$50.00 - $72.00,2,4.70
'Very Irresistible Eau de Toilette','Givenchy',$58.00 - $93.00,3,4.70
'Amazing Grace Ballet Rose Shampoo, Bath &amp; Shower Gel','Philosophy',$27.00,0,4.50
'Hair &amp; Body Mist','Pacifica',$12.00,5,4.00
'Twilight Shimmer Eau de Parfum','Michael Kors',$64.00 - $108.00,2,4.40
'Happy Perfume Rollerball','Clinique',$21.00,0,4.60
'Alien Non-Refillable Eau de Toilette','MUGLER',$59.00,0,4.60
'Bronze Goddess Eau de Parfum','Estée Lauder',$86.40 - $100.00,2,4.50
'Pure Poison Eau de Parfum','Dior',$75.00 - $100.00,2,4.60
'Poison Girl Eau de Toilette','Dior',$62.00 - $80.00,2,4.10
'Guilty Intense Eau de Parfum','Gucci',$97.00 - $121.00,2,4.60
'Armani Code Cashmere Eau de Parfum','Giorgio Armani',$70.00 - $90.00,2,4.90
'Bronze Goddess Eau Fraîche Skinscent','Estée Lauder',$65.00 - $90.00,2,4.50
'Lilac Breeze Fragrance Body Mist','ULTA',$9.50,0,4.40
'J&#39;adore Injoy Eau de Toilette','Dior',$75.00 - $130.00,3,4.80
'Love Relentlessly Fou de Toi Eau de Parfum','Tory Burch',$70.00 - $120.00,2,4.40
'Online Only Lady Million Eau de Parfum','Paco Rabanne',$57.00 - $104.00,3,4.00
'Angel Refillable Eau de Parfum','MUGLER',$84.00,0,4.70
'Aromatics Elixir','Clinique',$56.00,0,4.80
'Indian Coconut Nectar Hair &amp; Body Mist','Pacifica',$12.00,0,4.50
'Love Relentlessly Eau de Parfum Rollerball','Tory Burch',$30.00,0,4.60
'Online Only I Am Juicy Couture Eau de Parfum','Juicy Couture',$56.00 - $96.00,3,4.70
'AURA Eau de Parfum','MUGLER',$75.00 - $95.00,2,4.00
'TRULYjoyful Eau de Toilette','Kate Spade New York',$65.00,0,3.50
'Decadence Eau de Parfum','Marc Jacobs',$74.00 - $122.00,2,4.60
'Online Only Love Relentlessly 3 Pc Set','Tory Burch',$124.00,0,NA
'Honeyed Peach Fragrance Body Mist','ULTA',$9.50,0,5.00
'Roll On Perfume','Pacifica',$12.00,6,4.30
'Bella Blanca Eau de Parfum','Oscar de la Renta',$58.00 - $98.00,2,4.40
'Cashmere Mist Eau de Toilette','Donna Karan',$60.00 - $98.00,3,4.80
'Drunk On Youth Eau de Parfum Stick','DEREK LAM 10 CROSBY',$22.80,0,3.00
'Happy Gelato Cream For Body','Clinique',$36.00,3,4.60
'Live Irrésistible Eau de Toilette','Givenchy',$60.00,0,4.90
'Wonderlust Eau Fresh Eau de Toilette Spray','Michael Kors',$58.00 - $104.00,3,4.30
'Online Only Sexy Amber Deluxe Gift Set','Michael Kors',$112.00,0,4.50
'Freshwater Mist Fragrance Body Mist','ULTA',$9.50,0,4.50
'Candy Gloss Eau de Toilette','Prada',$62.00 - $100.00,2,4.50
'Organza Eau de Parfum','Givenchy',$64.00 - $91.00,2,4.90
'White Linen Eau de Parfum','Estée Lauder',$68.50 - $77.00,2,4.90
'ck one Eau de Toilette','Calvin Klein',$51.00,0,4.80
'Guilty Absolute Pour Femme Eau de Parfum','Gucci',$74.00 - $97.00,2,5.00
'Angel MUSE Eau de Parfum','MUGLER',$70.00 - $125.00,3,4.70
'Omnia Crystalline Eau de Toilette Purse Spray','Bvlgari',$27.00,0,4.50
'Coconut Cream Fragrance Body Mist','ULTA',$9.50,0,4.20
'Ciao Eau de Parfum','Vince Camuto',$55.00 - $90.00,2,5.00
'Pure Grace Perfumed Shampoo, Shower Gel &amp; Bubble Bath','Philosophy',$27.00,0,4.70
'Sensuous Eau de Parfum','Estée Lauder',$69.00,0,4.70
'Online Only Afloat Eau de Parfum','DEREK LAM 10 CROSBY',$51.00,0,5.00
'Daisy Eau de Parfum','Marc Jacobs',$93.00,0,4.50
'My Burberry Blush Eau de Parfum','Burberry',$93.00,0,4.90
'Miracle Eau de Parfum','Lancôme',$80.00 - $102.00,2,4.80
'My Happy Perfume Spray - Blue Sky Neroli','Clinique',$22.00,0,5.00
'Premiere Eau de Parfum','Gucci',$74.00 - $95.00,2,4.70
'Pocket Bunny Mist','TONYMOLY',$15.00,0,4.50
'Online Only The Healthy Fragrance - Vanilla Grapefruit Eau de Parfum Rollerball','LAVANILA',$16.00,0,5.00
'Sexy Ruby Eau de Parfum','Michael Kors',$115.00,0,4.10
'Daisy Dream Sunshine Eau de Toilette','Marc Jacobs',$84.00,0,5.00
'Sweet Tarte Fragrance','Tarte',$24.00,0,4.20
'Online Only Eros Pour Femme Eau de Parfum','Versace',$92.00,0,4.40
'The Healthy Deodorant - Sport Luxe','LAVANILA',$14.00,0,3.70
'Online Only Skin &amp; Vanilla Eau Fraiche','Clean',$48.00,0,5.00
'Hypnôse Eau de Parfum','Lancôme',$60.00 - $74.00,2,4.90
'Euphoria Eau de Parfum Rollerball','Calvin Klein',$24.00,0,4.60
'Beautiful Perfumed Body Lotion','Estée Lauder',$52.00,0,4.90
'Bowdacious Eau de Parfum Rollerball','Juicy Couture',$27.00,0,5.00
'Dolce Rosa Excelsa Eau de Parfum','Dolce&Gabbana',$76.00 - $120.00,3,4.60
'Michael Kors Collection Sexy Amber Eau de Parfum Rollerball','Michael Kors',$30.00,0,4.70
'Ari Eau de Parfum Rollerball','Ariana Grande',$20.00,0,4.50
'Live Colorfully Rollerball','Kate Spade New York',$28.00,0,4.60
'Pure Grace Eau de Toilette Mini','Philosophy',$22.00,0,4.40
'My Happy Perfume Spray - Peace &amp; Jasmine','Clinique',$22.00,0,4.10
'Jimmy Choo Eau de Parfum Rollerball','Jimmy Choo',$28.00,0,4.50
'Opium Eau de Toilette','Yves Saint Laurent',$62.00 - $102.00,3,4.80
'COACH Eau de Parfum Rollerball','Coach',$28.00,0,4.50
'La vie est belle Eau de Parfum Intense','Lancôme',$110.00,0,4.90
'Blooming Berries Fragrance Body Mist','ULTA',$9.50,0,4.70
'for her Eau de Parfum','Narciso Rodriguez',$98.00 - $126.00,2,4.70
'L&#39;Eau D&#39;Issey Eau de Parfum','Issey Miyake',$108.00,0,4.90
'Guilty Eau de Toilette Rollerball','Gucci',$34.00,0,4.60
'Prada Amber Eau de Parfum','Prada',$74.00 - $124.00,3,4.70
'Fresh Cream Warm Cashmere Body Lotion','Philosophy',$20.00,0,4.30
'Flowerbomb Bomblicious Perfumed Hair Mist','Viktor&Rolf',$53.00,0,NA
'Pleasures Getaway Favorites','Estée Lauder',$45.00,0,4.50
'J&#39;adore Absolu Eau de Parfum','Dior',$135.00,0,4.90
'Island Vanilla Hair &amp; Body Mist','Pacifica',$12.00,0,4.30
'The One Eau de Parfum Rollerball','Dolce&Gabbana',$29.00,0,4.70
'Omnia Coral Eau de Toilette','Bvlgari',$70.00,0,4.70
'Brit Rhythm Women Floral Eau De Toilette','Burberry',$78.00,0,5.00
'Online Only JOY by Dior Body Lotion','Dior',$55.00,0,5.00
'Signature Eau de Parfum','Vera Wang',$72.00 - $92.00,2,4.70
'Daisy Dream Eau de Toilette Pen Spray','Marc Jacobs',$27.00,0,4.60
'Man Blue Eau de Toilette','Jimmy Choo',$72.00 - $92.00,2,5.00
'Cashmere Mist Eau de Parfum Purse Spray','Donna Karan',$30.00,0,5.00
'Bella Eau de Parfum','Vince Camuto',$90.00,0,4.60
'Unconditional Love Spray','Philosophy',$50.00,0,4.60
'Fresh Cream Mini','Philosophy',$20.00,0,4.20
'Viva la Juicy Body Lotion','Juicy Couture',$45.00,0,4.90
'Bamboo Eau de Toilette','Gucci',$67.00 - $104.00,3,4.60
'Obsessed for Women Eau de Parfum','Calvin Klein',$77.00 - $96.00,2,4.30
'Beautiful Belle Eau de Parfum Rollerball','Estée Lauder',$28.00,0,4.70
'Modern Muse Eau de Parfum','Estée Lauder',$70.00 - $125.00,3,4.60
'J&#39;adore Eau Lumière Eau de Toilette','Dior',$100.00 - $130.00,2,4.70
'La vie est belle Nourishing Fragranced Body Lotion','Lancôme',$50.00,0,4.70
'Aromatics Elixir Body Smoother','Clinique',$38.00,0,4.80
'Daisy Eau So Fresh Purse Spray','Marc Jacobs',$56.00,0,4.60
'Alien Flora Futura Eau de Toilette','MUGLER',$65.00 - $84.00,2,4.80
'My Burberry Eau de Parfum','Burberry',$74.00 - $127.00,2,4.50
'Online Only Hi-Fi Eau de Parfum','DEREK LAM 10 CROSBY',$51.00,0,4.00
'Online Only The Healthy Deodorant - Vanilla + Air for Creativity','LAVANILA',$14.00,0,5.00
'L&#39;Eau D&#39;Issey Eau de Toilette Rollerball','Issey Miyake',$28.00,0,4.70
'MOONLIGHT Eau de Parfum Rollerball','Ariana Grande',$20.00,0,4.80
'OUI Juicy Couture Eau de Parfum Purse Spray','Juicy Couture',$25.00,0,5.00
'Musk Eau de Toilette Spray','Kiehl's Since 1851',$42.50,0,5.00
'Sweet Grapefruit Fragrance Body Mist','ULTA',$9.50,0,4.70
'Euphoria Sensual Skin Lotion','Calvin Klein',$46.00,0,4.70
'Nomade Eau de Toilette','Chloe',$68.00 - $95.00,2,4.10
'Online Only Love Relentlessly 2 Pc Set','Tory Burch',$120.00,0,NA
'Youth Dew Eau de Parfum','Estée Lauder',$40.00,0,4.70
'Guilty Black Eau de Toilette','Gucci',$65.00 - $78.00,2,4.60
'TRULYgracious Eau de Toilette','Kate Spade New York',$65.00,0,4.90
'Wild Garden Fragrance Body Mist','ULTA',$9.50,0,5.00
'Light Blue Refreshing Body Cream','Dolce&Gabbana',$55.00,0,4.60
'Poison Girl Eau de Toilette Roller-Pearl','Dior',$38.00,0,3.80
'Fresh Cream Warm Cashmere Shampoo, Bath &amp; Shower Gel','Philosophy',$18.00,0,5.00
'Online Only Volcano Eau de Parfum Spray Pen','Capri Blue',$18.00,0,4.40
'Hibiscus Vanilla Aromatherapy Fragrance Rollerball','ULTA',$12.50,0,4.00
'Online Only Eau Parfumée au thé blanc Body Lotion','Bvlgari',$58.00,0,4.50
'Shalimar Eau de Parfum','Guerlain',$80.00,0,5.00
'Dior Addict Eau Fraiche Eau de Toilette','Dior',$80.00,0,4.60
'Online Only Live Colorfully Gift Set','Kate Spade New York',$100.00,0,NA
'Coconut Rose Aromatherapy Fragrance Rollerball','ULTA',$12.50,0,5.00
'Lime Coconut Fragrance Body Mist','ULTA',$9.50,0,1.00
'Pour Femme Eau de Parfum','Dolce&Gabbana',$94.00,0,4.70
'In Full Bloom Eau de Parfum Travel Spray','Kate Spade New York',$28.00,0,4.80
'In Full Bloom Blush Eau de Parfum','Kate Spade New York',$98.00,0,5.00
'Pink Sorbet Fragrance Body Mist','ULTA',$9.50,0,4.50
'Eau Parfumée Au Thé Rouge','Bvlgari',$97.00,0,4.40
'Amazing Grace Shimmering Body Lotion','Philosophy',$24.00,0,4.80
'Deep Euphoria Eau de Parfum','Calvin Klein',$77.00 - $96.00,2,4.50
'Online Only Walk On Air Gift Set','Kate Spade New York',$100.00,0,NA
'The Only One Eau de Parfume Travel Spray','Dolce&Gabbana',$29.00,0,5.00
'Miss Dior Absolutely Blooming Eau de Parfum Roller-Pearl','Dior',$48.00,0,4.50
'My Fifth Avenue Eau de Parfum Spray','Elizabeth Arden',$52.00 - $65.00,2,4.80
'Online Only Rain Eau de Parfum','Clean',$44.00,0,4.70
'WOMAN Eau de Parfum Rollerball','Ralph Lauren',$26.00,0,4.60
'Online Only The Healthy Fragrance - Vanilla Coconut Eau de Parfum Rollerball','LAVANILA',$16.00,0,4.50
'Shalimar Eau de Toilette','Guerlain',$65.00 - $82.00,2,4.90
'The Healthy Fragrance - Pure Vanilla Eau de Parfum Rollerball','LAVANILA',$16.00,0,4.10
'Brit Sheer Eau de Toilette Rollerball','Burberry',$26.00,0,4.20
'Angel Perfuming Body Lotion','MUGLER',$55.00,0,5.00
'Ocean Mist &amp; Coconut Water Body Mist','NEST Fragrances',$38.00,0,5.00
'Online Only Classic HD Atomizer','Travalo',$15.00,5,4.90
